time,ammeter_CS1,ammeter_PFP1,flux_loop_1,flux_loop_2,flux_loop_8
0.0,1.7144873,0.80701727,1.2349415e-05,-4.0784744e-05,-7.806527e-05
0.001,0.049146485,0.7237961,-1.7801729e-05,-6.96577e-05,-7.8006386e-05
0.002,-1.4461501,-0.11184182,-1.6708947e-05,-1.1917347e-05,-4.7560396e-05
0.003,-0.9991052,-0.85252976,1.1051917e-05,-1.5899186e-05,-1.690557e-05
0.004,4.176286,-0.3832249,4.192054e-05,-1.1925418e-05,7.455401e-05
0.005,6.760797,-0.86360353,7.05635e-05,-1.1945913e-05,0.000105143525
0.006,9.483067,-2.0678487,4.0529183e-05,-8.023734e-06,7.4676034e-05
0.006999999999999999,1.1470033,-1.7023554,1.4160214e-05,-1.1981424e-05,0.00010110517
0.008,-1.8129385,-0.43325666,4.3650612e-05,-1.1882556e-05,4.3945878e-05
0.009,-3.7631085,0.47510183,4.0930485e-05,2.1559305e-05,4.4157012e-05
0.01,-3.150607,-0.9604939,1.11905465e-05,1.6901535e-05,0.00010522065
0.011,-3.9257858,-0.19894889,1.0404489e-05,-4.0831095e-05,0.00010528837
0.012,-3.3970695,0.33697623,1.1084827e-05,-6.967104e-05,7.472964e-05
0.013,0.92809194,0.53801465,-2.2602957e-05,-3.6133042e-05,7.469716e-05
0.013999999999999999,6.0304055,-0.201971,-1.8384333e-05,-6.967044e-05,1.3712279e-05
0.015,7.6966643,-0.92713505,-4.859414e-05,-1.1974631e-05,-4.7259793e-05
0.016,8.105215,-0.95549506,4.0597803e-05,-4.081313e-05,-4.730517e-05
0.016999999999999998,1.1827533,-0.20600325,6.5075285e-05,-8.017899e-06,-4.7224647e-05
0.018,-0.19802134,-0.36059707,4.0555555e-05,-1.1957202e-05,8.818119e-06
0.019,-1.533093,-0.43540922,7.136785e-05,-1.1924547e-05,-1.6854628e-05
0.02,0.28358454,1.1087644,4.039508e-05,-1.1960898e-05,-7.7770026e-05
0.020999999999999998,-2.465749,1.708261,-1.7953755e-05,1.6911168e-05,-7.780655e-05
